reading_id,device_id,timestamp,energy_kwh,region,customer_segment,cost_in_inr
R08213,D049,2025-12-09 04:00:00,3.86,North,Residential,30.88
R08214,D032,2025-12-09 05:00:00,4.07,East,Residential,32.56
R08215,D045,2025-12-09 06:00:00,4.6,East,Commercial,36.8
R08216,D047,2025-12-09 07:00:00,3.88,North,Commercial,31.04
R08217,D017,2025-12-09 08:00:00,2.18,West,Residential,17.44
R08218,D019,2025-12-09 09:00:00,4.0,East,Residential,32.0
R08219,D047,2025-12-09 10:00:00,0.84,East,Commercial,6.72
R08220,D046,2025-12-09 11:00:00,3.57,East,Residential,28.56
R08221,D031,2025-12-09 12:00:00,2.33,West,Residential,18.64
R08222,D024,2025-12-09 13:00:00,0.96,West,Residential,7.68
R08223,D004,2025-12-09 14:00:00,2.95,West,Commercial,23.6
R08224,D044,2025-12-09 15:00:00,1.03,South,Residential,8.24
R08225,D023,2025-12-09 16:00:00,0.79,West,Commercial,6.32
R08226,D013,2025-12-09 17:00:00,3.07,South,Residential,24.56
R08227,D036,2025-12-09 18:00:00,2.54,West,Commercial,20.32
R08228,D021,2025-12-09 19:00:00,4.93,South,Residential,39.44
R08229,D047,2025-12-09 20:00:00,4.97,West,Commercial,39.76
R08230,D042,2025-12-09 21:00:00,1.95,East,Residential,15.6
R08231,D027,2025-12-09 22:00:00,3.82,South,Residential,30.56
R08232,D042,2025-12-09 23:00:00,2.89,South,Commercial,23.12
R08233,D030,2025-12-10 00:00:00,1.87,East,Commercial,14.96
R08234,D021,2025-12-10 01:00:00,3.75,South,Residential,30.0
R08235,D011,2025-12-10 02:00:00,1.97,North,Commercial,15.76
R08236,D002,2025-12-10 03:00:00,3.17,North,Commercial,25.36
R08237,D021,2025-12-10 04:00:00,0.83,East,Commercial,6.64
R08238,D008,2025-12-10 05:00:00,2.33,South,Residential,18.64
R08239,D038,2025-12-10 06:00:00,0.98,North,Commercial,7.84
R08240,D050,2025-12-10 07:00:00,4.51,East,Residential,36.08
R08241,D041,2025-12-10 08:00:00,0.36,South,Commercial,2.88
R08242,D030,2025-12-10 09:00:00,4.01,South,Commercial,32.08
R08243,D032,2025-12-10 10:00:00,0.53,West,Commercial,4.24
R08244,D011,2025-12-10 11:00:00,4.86,East,Commercial,38.88
R08245,D018,2025-12-10 12:00:00,4.2,South,Residential,33.6
R08246,D001,2025-12-10 13:00:00,0.86,South,Commercial,6.88
R08247,D046,2025-12-10 14:00:00,3.91,East,Commercial,31.28
R08248,D037,2025-12-10 15:00:00,2.4,East,Residential,19.2
R08249,D025,2025-12-10 16:00:00,2.59,West,Residential,20.72
R08250,D005,2025-12-10 17:00:00,0.21,South,Commercial,1.68
R08251,D019,2025-12-10 18:00:00,4.3,South,Commercial,34.4
R08252,D034,2025-12-10 19:00:00,3.82,East,Commercial,30.56
R08253,D037,2025-12-10 20:00:00,3.65,East,Commercial,29.2
R08254,D039,2025-12-10 21:00:00,3.76,South,Residential,30.08
R08255,D035,2025-12-10 22:00:00,4.92,East,Commercial,39.36
R08256,D024,2025-12-10 23:00:00,1.96,West,Residential,15.68
R08257,D043,2025-12-11 00:00:00,0.83,East,Residential,6.64
R08258,D033,2025-12-11 01:00:00,3.37,West,Commercial,26.96
R08259,D049,2025-12-11 02:00:00,2.26,West,Residential,18.08
R08260,D005,2025-12-11 03:00:00,1.51,North,Residential,12.08
R08261,D049,2025-12-11 04:00:00,1.17,South,Commercial,9.36
R08262,D019,2025-12-11 05:00:00,4.93,South,Residential,39.44
R08263,D031,2025-12-11 06:00:00,1.69,South,Commercial,13.52
R08264,D006,2025-12-11 07:00:00,1.06,East,Commercial,8.48
R08265,D001,2025-12-11 08:00:00,0.73,West,Residential,5.84
R08266,D018,2025-12-11 09:00:00,0.76,North,Residential,6.08
R08267,D021,2025-12-11 10:00:00,0.44,South,Commercial,3.52
R08268,D041,2025-12-11 11:00:00,4.13,South,Commercial,33.04
R08269,D045,2025-12-11 12:00:00,1.3,East,Residential,10.4
R08270,D016,2025-12-11 13:00:00,0.12,West,Residential,0.96
R08271,D012,2025-12-11 14:00:00,4.55,South,Residential,36.4
R08272,D042,2025-12-11 15:00:00,0.18,West,Commercial,1.44
R08273,D048,2025-12-11 16:00:00,0.13,West,Residential,1.04
R08274,D015,2025-12-11 17:00:00,2.77,East,Commercial,22.16
R08275,D005,2025-12-11 18:00:00,3.06,North,Commercial,24.48
R08276,D030,2025-12-11 19:00:00,1.14,West,Commercial,9.12
R08277,D048,2025-12-11 20:00:00,2.5,North,Commercial,20.0
R08278,D033,2025-12-11 21:00:00,0.37,South,Residential,2.96
R08279,D013,2025-12-11 22:00:00,1.55,North,Commercial,12.4
R08280,D008,2025-12-11 23:00:00,4.95,East,Commercial,39.6
R08281,D038,2025-12-12 00:00:00,3.77,North,Commercial,30.16
R08282,D020,2025-12-12 01:00:00,3.43,South,Residential,27.44
R08283,D009,2025-12-12 02:00:00,3.51,North,Residential,28.08
R08284,D005,2025-12-12 03:00:00,4.96,South,Commercial,39.68
R08285,D001,2025-12-12 04:00:00,1.97,East,Residential,15.76
R08286,D045,2025-12-12 05:00:00,2.62,South,Residential,20.96
R08287,D023,2025-12-12 06:00:00,1.18,North,Commercial,9.44
R08288,D004,2025-12-12 07:00:00,4.49,North,Residential,35.92
R08289,D009,2025-12-12 08:00:00,1.2,East,Residential,9.6
R08290,D028,2025-12-12 09:00:00,3.18,South,Commercial,25.44
R08291,D047,2025-12-12 10:00:00,3.73,East,Residential,29.84
R08292,D032,2025-12-12 11:00:00,1.85,West,Commercial,14.8
R08293,D030,2025-12-12 12:00:00,1.72,West,Commercial,13.76
R08294,D015,2025-12-12 13:00:00,4.26,West,Residential,34.08
R08295,D043,2025-12-12 14:00:00,3.79,West,Commercial,30.32
R08296,D026,2025-12-12 15:00:00,3.92,North,Residential,31.36
R08297,D030,2025-12-12 16:00:00,3.4,South,Residential,27.2
R08298,D028,2025-12-12 17:00:00,1.66,West,Commercial,13.28
R08299,D013,2025-12-12 18:00:00,1.58,North,Residential,12.64
R08300,D050,2025-12-12 19:00:00,0.34,West,Residential,2.72
R08301,D015,2025-12-12 20:00:00,0.76,West,Residential,6.08
R08302,D015,2025-12-12 21:00:00,2.47,South,Commercial,19.76
R08303,D007,2025-12-12 22:00:00,2.6,North,Commercial,20.8
R08304,D015,2025-12-12 23:00:00,1.53,West,Commercial,12.24
R08305,D022,2025-12-13 00:00:00,1.14,West,Residential,9.12
R08306,D032,2025-12-13 01:00:00,3.92,North,Commercial,31.36
R08307,D028,2025-12-13 02:00:00,1.45,East,Residential,11.6
R08308,D007,2025-12-13 03:00:00,1.5,South,Residential,12.0
R08309,D017,2025-12-13 04:00:00,0.77,North,Commercial,6.16
R08310,D021,2025-12-13 05:00:00,4.06,West,Commercial,32.48
R08311,D024,2025-12-13 06:00:00,3.83,North,Residential,30.64
R08312,D040,2025-12-13 07:00:00,2.4,South,Residential,19.2
R08313,D041,2025-12-13 08:00:00,4.01,South,Residential,32.08
R08314,D039,2025-12-13 09:00:00,2.13,South,Commercial,17.04
R08315,D036,2025-12-13 10:00:00,3.97,East,Commercial,31.76
R08316,D034,2025-12-13 11:00:00,3.88,South,Residential,31.04
R08317,D030,2025-12-13 12:00:00,2.22,West,Commercial,17.76
R08318,D009,2025-12-13 13:00:00,3.48,South,Residential,27.84
R08319,D034,2025-12-13 14:00:00,4.2,East,Commercial,33.6
R08320,D046,2025-12-13 15:00:00,0.91,North,Residential,7.28
R08321,D045,2025-12-13 16:00:00,2.6,West,Commercial,20.8
R08322,D011,2025-12-13 17:00:00,0.83,West,Commercial,6.64
R08323,D048,2025-12-13 18:00:00,0.79,West,Residential,6.32
R08324,D012,2025-12-13 19:00:00,4.28,North,Residential,34.24
R08325,D015,2025-12-13 20:00:00,0.53,South,Commercial,4.24
R08326,D049,2025-12-13 21:00:00,1.88,South,Residential,15.04
R08327,D032,2025-12-13 22:00:00,2.49,East,Commercial,19.92
R08328,D045,2025-12-13 23:00:00,1.25,South,Commercial,10.0
R08329,D021,2025-12-14 00:00:00,2.98,East,Commercial,23.84
R08330,D045,2025-12-14 01:00:00,4.53,East,Commercial,36.24
R08331,D039,2025-12-14 02:00:00,2.2,East,Residential,17.6
R08332,D036,2025-12-14 03:00:00,2.38,North,Residential,19.04
R08333,D015,2025-12-14 04:00:00,3.66,East,Residential,29.28
R08334,D010,2025-12-14 05:00:00,0.45,East,Commercial,3.6
R08335,D043,2025-12-14 06:00:00,3.62,East,Residential,28.96
R08336,D022,2025-12-14 07:00:00,3.95,South,Commercial,31.6
R08337,D045,2025-12-14 08:00:00,4.55,South,Residential,36.4
R08338,D004,2025-12-14 09:00:00,1.61,South,Commercial,12.88
R08339,D045,2025-12-14 10:00:00,3.02,East,Residential,24.16
R08340,D021,2025-12-14 11:00:00,4.09,South,Commercial,32.72
R08341,D030,2025-12-14 12:00:00,4.92,North,Residential,39.36
R08342,D034,2025-12-14 13:00:00,4.89,South,Residential,39.12
R08343,D034,2025-12-14 14:00:00,2.8,East,Residential,22.4
R08344,D035,2025-12-14 15:00:00,3.69,East,Residential,29.52
R08345,D036,2025-12-14 16:00:00,0.67,South,Residential,5.36
R08346,D030,2025-12-14 17:00:00,1.0,North,Residential,8.0
R08347,D022,2025-12-14 18:00:00,0.57,East,Residential,4.56
R08348,D003,2025-12-14 19:00:00,0.77,South,Commercial,6.16
R08349,D026,2025-12-14 20:00:00,3.25,North,Residential,26.0
R08350,D042,2025-12-14 21:00:00,4.85,North,Residential,38.8
R08351,D040,2025-12-14 22:00:00,3.63,West,Residential,29.04
R08352,D042,2025-12-14 23:00:00,3.53,East,Residential,28.24
R08353,D048,2025-12-15 00:00:00,4.19,South,Residential,33.52
R08354,D007,2025-12-15 01:00:00,0.76,North,Commercial,6.08
R08355,D028,2025-12-15 02:00:00,3.75,North,Residential,30.0
R08356,D019,2025-12-15 03:00:00,4.15,North,Residential,33.2
R08357,D039,2025-12-15 04:00:00,1.43,East,Commercial,11.44
R08358,D008,2025-12-15 05:00:00,1.9,South,Residential,15.2
R08359,D032,2025-12-15 06:00:00,2.84,East,Residential,22.72
R08360,D012,2025-12-15 07:00:00,4.01,West,Residential,32.08
R08361,D003,2025-12-15 08:00:00,3.46,West,Residential,27.68
R08362,D029,2025-12-15 09:00:00,1.52,West,Commercial,12.16
R08363,D016,2025-12-15 10:00:00,1.71,East,Residential,13.68
R08364,D020,2025-12-15 11:00:00,4.2,South,Commercial,33.6
R08365,D047,2025-12-15 12:00:00,4.21,South,Commercial,33.68
R08366,D030,2025-12-15 13:00:00,1.08,East,Residential,8.64
R08367,D010,2025-12-15 14:00:00,2.43,South,Commercial,19.44
R08368,D028,2025-12-15 15:00:00,3.08,North,Commercial,24.64
R08369,D024,2025-12-15 16:00:00,1.36,East,Commercial,10.88
R08370,D022,2025-12-15 17:00:00,0.2,South,Commercial,1.6
R08371,D041,2025-12-15 18:00:00,0.13,North,Residential,1.04
R08372,D019,2025-12-15 19:00:00,4.99,West,Commercial,39.92
R08373,D043,2025-12-15 20:00:00,1.77,South,Residential,14.16
R08374,D010,2025-12-15 21:00:00,4.71,West,Residential,37.68
R08375,D020,2025-12-15 22:00:00,3.68,East,Commercial,29.44
R08376,D034,2025-12-15 23:00:00,0.82,West,Commercial,6.56
R08377,D049,2025-12-16 00:00:00,2.39,South,Residential,19.12
R08378,D031,2025-12-16 01:00:00,4.14,North,Residential,33.12
R08379,D012,2025-12-16 02:00:00,4.41,South,Commercial,35.28
R08380,D019,2025-12-16 03:00:00,1.34,East,Commercial,10.72
R08381,D003,2025-12-16 04:00:00,2.06,West,Residential,16.48
R08382,D004,2025-12-16 05:00:00,2.14,East,Commercial,17.12
R08383,D008,2025-12-16 06:00:00,4.57,South,Commercial,36.56
R08384,D009,2025-12-16 07:00:00,3.99,West,Residential,31.92
R08385,D045,2025-12-16 08:00:00,1.44,South,Commercial,11.52
R08386,D046,2025-12-16 09:00:00,1.14,South,Commercial,9.12
R08387,D023,2025-12-16 10:00:00,0.33,North,Residential,2.64
R08388,D003,2025-12-16 11:00:00,3.34,North,Residential,26.72
R08389,D034,2025-12-16 12:00:00,2.8,North,Commercial,22.4
R08390,D003,2025-12-16 13:00:00,2.5,South,Commercial,20.0
R08391,D019,2025-12-16 14:00:00,2.2,East,Residential,17.6
R08392,D050,2025-12-16 15:00:00,2.57,South,Residential,20.56
R08393,D043,2025-12-16 16:00:00,0.65,South,Commercial,5.2
R08394,D035,2025-12-16 17:00:00,0.39,South,Residential,3.12
R08395,D024,2025-12-16 18:00:00,1.03,South,Residential,8.24
R08396,D037,2025-12-16 19:00:00,3.07,West,Commercial,24.56
R08397,D011,2025-12-16 20:00:00,4.26,South,Commercial,34.08
R08398,D005,2025-12-16 21:00:00,4.66,East,Residential,37.28
R08399,D047,2025-12-16 22:00:00,4.26,East,Commercial,34.08
R08400,D017,2025-12-16 23:00:00,3.18,South,Residential,25.44
R08401,D001,2025-12-17 00:00:00,4.33,East,Commercial,34.64
R08402,D028,2025-12-17 01:00:00,3.49,East,Commercial,27.92
R08403,D027,2025-12-17 02:00:00,0.35,West,Residential,2.8
R08404,D043,2025-12-17 03:00:00,4.54,South,Commercial,36.32
R08405,D027,2025-12-17 04:00:00,0.44,North,Commercial,3.52
R08406,D048,2025-12-17 05:00:00,4.58,South,Commercial,36.64
R08407,D038,2025-12-17 06:00:00,1.43,West,Commercial,11.44
R08408,D024,2025-12-17 07:00:00,0.17,North,Residential,1.36
R08409,D036,2025-12-17 08:00:00,3.6,West,Commercial,28.8
R08410,D002,2025-12-17 09:00:00,0.98,South,Residential,7.84
R08411,D033,2025-12-17 10:00:00,0.83,West,Commercial,6.64
R08412,D024,2025-12-17 11:00:00,3.57,East,Commercial,28.56
R08413,D033,2025-12-17 12:00:00,4.41,East,Residential,35.28
R08414,D037,2025-12-17 13:00:00,1.68,South,Residential,13.44
R08415,D032,2025-12-17 14:00:00,1.83,East,Residential,14.64
R08416,D028,2025-12-17 15:00:00,4.69,North,Residential,37.52
R08417,D043,2025-12-17 16:00:00,2.35,North,Residential,18.8
R08418,D038,2025-12-17 17:00:00,2.13,West,Residential,17.04
R08419,D018,2025-12-17 18:00:00,2.88,South,Commercial,23.04
R08420,D013,2025-12-17 19:00:00,0.6,West,Residential,4.8
R08421,D005,2025-12-17 20:00:00,3.8,East,Residential,30.4
R08422,D050,2025-12-17 21:00:00,3.21,North,Residential,25.68
R08423,D044,2025-12-17 22:00:00,0.59,South,Residential,4.72
R08424,D019,2025-12-17 23:00:00,3.61,North,Residential,28.88
R08425,D003,2025-12-18 00:00:00,1.88,West,Commercial,15.04
R08426,D021,2025-12-18 01:00:00,4.64,West,Commercial,37.12
R08427,D043,2025-12-18 02:00:00,2.15,West,Commercial,17.2
R08428,D034,2025-12-18 03:00:00,0.44,West,Commercial,3.52
R08429,D031,2025-12-18 04:00:00,2.94,South,Commercial,23.52
R08430,D035,2025-12-18 05:00:00,1.91,North,Residential,15.28
R08431,D007,2025-12-18 06:00:00,0.89,North,Residential,7.12
R08432,D049,2025-12-18 07:00:00,2.62,West,Commercial,20.96
R08433,D047,2025-12-18 08:00:00,0.16,South,Residential,1.28
R08434,D018,2025-12-18 09:00:00,2.28,West,Commercial,18.24
R08435,D022,2025-12-18 10:00:00,1.02,East,Residential,8.16
R08436,D035,2025-12-18 11:00:00,2.41,North,Residential,19.28
R08437,D047,2025-12-18 12:00:00,3.61,South,Commercial,28.88
R08438,D005,2025-12-18 13:00:00,0.91,West,Commercial,7.28
R08439,D015,2025-12-18 14:00:00,2.18,East,Commercial,17.44
R08440,D050,2025-12-18 15:00:00,0.33,East,Residential,2.64
R08441,D024,2025-12-18 16:00:00,1.15,South,Residential,9.2
R08442,D013,2025-12-18 17:00:00,2.04,North,Commercial,16.32
R08443,D003,2025-12-18 18:00:00,4.27,North,Commercial,34.16
R08444,D050,2025-12-18 19:00:00,2.61,North,Residential,20.88
R08445,D009,2025-12-18 20:00:00,0.46,East,Commercial,3.68
R08446,D047,2025-12-18 21:00:00,1.66,West,Commercial,13.28
R08447,D018,2025-12-18 22:00:00,0.5,West,Commercial,4.0
R08448,D003,2025-12-18 23:00:00,0.95,South,Commercial,7.6
R08449,D004,2025-12-19 00:00:00,2.12,West,Commercial,16.96
R08450,D016,2025-12-19 01:00:00,0.48,West,Commercial,3.84
R08451,D016,2025-12-19 02:00:00,2.12,East,Commercial,16.96
R08452,D029,2025-12-19 03:00:00,4.46,South,Residential,35.68
R08453,D003,2025-12-19 04:00:00,1.84,West,Commercial,14.72
R08454,D042,2025-12-19 05:00:00,3.46,West,Commercial,27.68
R08455,D019,2025-12-19 06:00:00,0.83,North,Residential,6.64
R08456,D031,2025-12-19 07:00:00,2.85,East,Residential,22.8
R08457,D016,2025-12-19 08:00:00,2.93,South,Residential,23.44
R08458,D035,2025-12-19 09:00:00,0.3,North,Residential,2.4
R08459,D024,2025-12-19 10:00:00,2.1,East,Residential,16.8
R08460,D048,2025-12-19 11:00:00,1.31,South,Residential,10.48
R08461,D024,2025-12-19 12:00:00,0.24,West,Commercial,1.92
R08462,D012,2025-12-19 13:00:00,0.56,South,Residential,4.48
R08463,D050,2025-12-19 14:00:00,0.39,West,Residential,3.12
R08464,D043,2025-12-19 15:00:00,0.11,North,Commercial,0.88
R08465,D040,2025-12-19 16:00:00,0.18,North,Residential,1.44
R08466,D006,2025-12-19 17:00:00,1.43,South,Commercial,11.44
R08467,D015,2025-12-19 18:00:00,4.21,North,Residential,33.68
R08468,D024,2025-12-19 19:00:00,1.8,East,Commercial,14.4
R08469,D042,2025-12-19 20:00:00,3.16,East,Commercial,25.28
R08470,D049,2025-12-19 21:00:00,3.05,North,Commercial,24.4
R08471,D015,2025-12-19 22:00:00,0.42,North,Commercial,3.36
R08472,D008,2025-12-19 23:00:00,2.5,North,Residential,20.0
R08473,D003,2025-12-20 00:00:00,4.38,West,Residential,35.04
R08474,D022,2025-12-20 01:00:00,2.12,South,Commercial,16.96
R08475,D025,2025-12-20 02:00:00,3.86,East,Commercial,30.88
R08476,D014,2025-12-20 03:00:00,3.87,West,Residential,30.96
R08477,D021,2025-12-20 04:00:00,2.19,East,Commercial,17.52
R08478,D002,2025-12-20 05:00:00,2.8,South,Residential,22.4
R08479,D010,2025-12-20 06:00:00,3.06,West,Commercial,24.48
R08480,D039,2025-12-20 07:00:00,2.81,West,Residential,22.48
R08481,D039,2025-12-20 08:00:00,3.24,East,Residential,25.92
R08482,D016,2025-12-20 09:00:00,1.26,North,Residential,10.08
R08483,D045,2025-12-20 10:00:00,2.41,West,Residential,19.28
R08484,D008,2025-12-20 11:00:00,1.91,North,Residential,15.28
R08485,D046,2025-12-20 12:00:00,1.28,East,Commercial,10.24
R08486,D001,2025-12-20 13:00:00,1.54,North,Commercial,12.32
R08487,D036,2025-12-20 14:00:00,1.14,North,Residential,9.12
R08488,D045,2025-12-20 15:00:00,3.78,North,Commercial,30.24
R08489,D019,2025-12-20 16:00:00,1.6,West,Residential,12.8
R08490,D040,2025-12-20 17:00:00,0.43,North,Residential,3.44
R08491,D025,2025-12-20 18:00:00,3.52,North,Residential,28.16
R08492,D028,2025-12-20 19:00:00,0.46,West,Residential,3.68
R08493,D017,2025-12-20 20:00:00,1.3,East,Commercial,10.4
R08494,D037,2025-12-20 21:00:00,3.92,North,Commercial,31.36
R08495,D030,2025-12-20 22:00:00,3.8,South,Residential,30.4
R08496,D021,2025-12-20 23:00:00,3.18,East,Residential,25.44
R08497,D021,2025-12-21 00:00:00,0.76,North,Residential,6.08
R08498,D005,2025-12-21 01:00:00,2.19,North,Residential,17.52
R08499,D015,2025-12-21 02:00:00,4.94,East,Commercial,39.52
R08500,D044,2025-12-21 03:00:00,4.37,South,Residential,34.96
R08501,D040,2025-12-21 04:00:00,0.6,East,Residential,4.8
R08502,D007,2025-12-21 05:00:00,1.99,South,Commercial,15.92
R08503,D045,2025-12-21 06:00:00,2.15,East,Residential,17.2
R08504,D005,2025-12-21 07:00:00,2.67,North,Commercial,21.36
R08505,D022,2025-12-21 08:00:00,1.89,East,Residential,15.12
R08506,D019,2025-12-21 09:00:00,3.48,South,Residential,27.84
R08507,D032,2025-12-21 10:00:00,3.62,West,Commercial,28.96
R08508,D049,2025-12-21 11:00:00,0.41,East,Residential,3.28
R08509,D002,2025-12-21 12:00:00,0.15,West,Commercial,1.2
R08510,D046,2025-12-21 13:00:00,2.5,West,Residential,20.0
R08511,D027,2025-12-21 14:00:00,2.76,East,Residential,22.08
R08512,D003,2025-12-21 15:00:00,1.47,East,Residential,11.76
R08513,D037,2025-12-21 16:00:00,3.53,West,Residential,28.24
R08514,D046,2025-12-21 17:00:00,2.79,East,Commercial,22.32
R08515,D022,2025-12-21 18:00:00,3.28,East,Residential,26.24
R08516,D035,2025-12-21 19:00:00,3.0,West,Residential,24.0
R08517,D041,2025-12-21 20:00:00,2.77,West,Commercial,22.16
R08518,D017,2025-12-21 21:00:00,0.14,North,Commercial,1.12
R08519,D019,2025-12-21 22:00:00,0.41,North,Residential,3.28
R08520,D022,2025-12-21 23:00:00,2.55,South,Residential,20.4
R08521,D016,2025-12-22 00:00:00,4.42,North,Residential,35.36
R08522,D003,2025-12-22 01:00:00,0.91,East,Residential,7.28
R08523,D016,2025-12-22 02:00:00,3.99,West,Commercial,31.92
R08524,D048,2025-12-22 03:00:00,2.47,North,Residential,19.76
R08525,D002,2025-12-22 04:00:00,2.77,South,Commercial,22.16
R08526,D037,2025-12-22 05:00:00,4.39,West,Residential,35.12
R08527,D017,2025-12-22 06:00:00,1.21,South,Commercial,9.68
R08528,D015,2025-12-22 07:00:00,4.27,South,Residential,34.16
R08529,D026,2025-12-22 08:00:00,0.21,West,Commercial,1.68
R08530,D040,2025-12-22 09:00:00,1.53,East,Commercial,12.24
R08531,D049,2025-12-22 10:00:00,4.82,North,Residential,38.56
R08532,D048,2025-12-22 11:00:00,2.73,South,Residential,21.84
R08533,D010,2025-12-22 12:00:00,2.45,West,Residential,19.6
R08534,D005,2025-12-22 13:00:00,4.75,South,Commercial,38.0
R08535,D020,2025-12-22 14:00:00,4.57,West,Commercial,36.56
R08536,D015,2025-12-22 15:00:00,4.1,North,Residential,32.8
R08537,D024,2025-12-22 16:00:00,1.27,West,Residential,10.16
R08538,D012,2025-12-22 17:00:00,3.32,East,Commercial,26.56
R08539,D023,2025-12-22 18:00:00,0.96,East,Commercial,7.68
R08540,D033,2025-12-22 19:00:00,1.21,West,Commercial,9.68
R08541,D015,2025-12-22 20:00:00,2.93,South,Residential,23.44
R08542,D003,2025-12-22 21:00:00,4.26,South,Commercial,34.08
R08543,D001,2025-12-22 22:00:00,3.28,South,Commercial,26.24
R08544,D048,2025-12-22 23:00:00,0.38,West,Commercial,3.04
R08545,D029,2025-12-23 00:00:00,4.11,North,Commercial,32.88
R08546,D038,2025-12-23 01:00:00,1.92,West,Residential,15.36
R08547,D041,2025-12-23 02:00:00,2.21,East,Commercial,17.68
R08548,D047,2025-12-23 03:00:00,0.31,East,Commercial,2.48
R08549,D047,2025-12-23 04:00:00,0.94,West,Residential,7.52
R08550,D015,2025-12-23 05:00:00,1.91,West,Commercial,15.28
R08551,D005,2025-12-23 06:00:00,0.18,North,Commercial,1.44
R08552,D020,2025-12-23 07:00:00,3.39,East,Residential,27.12
R08553,D007,2025-12-23 08:00:00,1.35,North,Commercial,10.8
R08554,D040,2025-12-23 09:00:00,4.93,West,Commercial,39.44
R08555,D020,2025-12-23 10:00:00,3.79,South,Residential,30.32
R08556,D010,2025-12-23 11:00:00,4.62,North,Commercial,36.96
R08557,D013,2025-12-23 12:00:00,2.77,South,Residential,22.16
R08558,D029,2025-12-23 13:00:00,1.46,North,Residential,11.68
R08559,D003,2025-12-23 14:00:00,1.86,East,Commercial,14.88
R08560,D038,2025-12-23 15:00:00,2.58,South,Residential,20.64
R08561,D025,2025-12-23 16:00:00,3.44,North,Commercial,27.52
R08562,D046,2025-12-23 17:00:00,2.6,North,Commercial,20.8
R08563,D050,2025-12-23 18:00:00,1.18,North,Residential,9.44
R08564,D031,2025-12-23 19:00:00,2.04,South,Residential,16.32
R08565,D012,2025-12-23 20:00:00,4.08,West,Residential,32.64
R08566,D020,2025-12-23 21:00:00,3.44,West,Commercial,27.52
R08567,D029,2025-12-23 22:00:00,2.29,South,Commercial,18.32
R08568,D035,2025-12-23 23:00:00,0.71,North,Commercial,5.68
R08569,D015,2025-12-24 00:00:00,2.31,South,Commercial,18.48
R08570,D048,2025-12-24 01:00:00,1.84,North,Residential,14.72
R08571,D013,2025-12-24 02:00:00,2.07,West,Commercial,16.56
R08572,D006,2025-12-24 03:00:00,2.52,East,Residential,20.16
R08573,D027,2025-12-24 04:00:00,2.11,North,Commercial,16.88
R08574,D037,2025-12-24 05:00:00,1.49,South,Residential,11.92
R08575,D019,2025-12-24 06:00:00,3.69,West,Commercial,29.52
R08576,D042,2025-12-24 07:00:00,4.67,West,Commercial,37.36
R08577,D014,2025-12-24 08:00:00,2.74,North,Commercial,21.92
R08578,D017,2025-12-24 09:00:00,2.13,East,Residential,17.04
R08579,D019,2025-12-24 10:00:00,2.31,West,Residential,18.48
R08580,D028,2025-12-24 11:00:00,4.91,South,Residential,39.28
R08581,D017,2025-12-24 12:00:00,3.56,East,Residential,28.48
R08582,D044,2025-12-24 13:00:00,4.8,East,Commercial,38.4
R08583,D042,2025-12-24 14:00:00,1.04,East,Commercial,8.32
R08584,D003,2025-12-24 15:00:00,1.75,South,Commercial,14.0
R08585,D040,2025-12-24 16:00:00,2.17,South,Residential,17.36
R08586,D001,2025-12-24 17:00:00,1.41,West,Residential,11.28
R08587,D050,2025-12-24 18:00:00,3.97,North,Residential,31.76
R08588,D037,2025-12-24 19:00:00,2.06,East,Commercial,16.48
R08589,D034,2025-12-24 20:00:00,3.94,South,Commercial,31.52
R08590,D039,2025-12-24 21:00:00,4.79,South,Commercial,38.32
R08591,D012,2025-12-24 22:00:00,2.29,North,Residential,18.32
R08592,D002,2025-12-24 23:00:00,2.5,West,Commercial,20.0
R08593,D026,2025-12-25 00:00:00,1.15,West,Commercial,9.2
R08594,D022,2025-12-25 01:00:00,1.6,South,Residential,12.8
R08595,D012,2025-12-25 02:00:00,3.33,West,Commercial,26.64
R08596,D040,2025-12-25 03:00:00,3.63,North,Commercial,29.04
R08597,D028,2025-12-25 04:00:00,3.34,North,Residential,26.72
R08598,D037,2025-12-25 05:00:00,0.79,South,Residential,6.32
R08599,D027,2025-12-25 06:00:00,2.2,East,Commercial,17.6
R08600,D014,2025-12-25 07:00:00,3.67,East,Residential,29.36
R08601,D017,2025-12-25 08:00:00,1.28,West,Commercial,10.24
R08602,D002,2025-12-25 09:00:00,2.63,East,Residential,21.04
R08603,D025,2025-12-25 10:00:00,2.56,North,Residential,20.48
R08604,D018,2025-12-25 11:00:00,3.47,South,Residential,27.76
R08605,D022,2025-12-25 12:00:00,2.03,West,Residential,16.24
R08606,D010,2025-12-25 13:00:00,2.82,North,Residential,22.56
R08607,D027,2025-12-25 14:00:00,0.42,East,Residential,3.36
R08608,D030,2025-12-25 15:00:00,1.06,North,Commercial,8.48
R08609,D044,2025-12-25 16:00:00,0.12,North,Residential,0.96
R08610,D034,2025-12-25 17:00:00,4.16,West,Commercial,33.28
R08611,D007,2025-12-25 18:00:00,4.95,North,Residential,39.6
R08612,D031,2025-12-25 19:00:00,2.65,East,Residential,21.2
R08613,D023,2025-12-25 20:00:00,1.84,North,Residential,14.72
R08614,D037,2025-12-25 21:00:00,4.2,West,Residential,33.6
R08615,D010,2025-12-25 22:00:00,2.13,South,Commercial,17.04
R08616,D029,2025-12-25 23:00:00,2.14,North,Commercial,17.12
